p8
VisualSearchTask
03/10/2015	15:05:00

Participant	Participant	Block	Trial	Event	Participant		Pressed Or	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II
Group	Name	Name	Name	Name	Response	Key	Released	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Loc	Color
groupB	p8	BlueYellow_Block1	YB_ddright_1, 5	response_cue	e	e	Pressed	1; e	C	1734						DL	DC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 10	response_target_j	j	j	Pressed	j	C	867						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 10	response_cue	e	e	Pressed	1; e	C	1443						SL	SC
groupB	p8	BlueYellow_Block1	YB_NCLeft, 1	response_target_f	j	j	Pressed	f	E	1176							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 1	response_no_cue	i	i	Pressed	2; i	C	4248							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 6	response_target_f	f	f	Pressed	f	C	1823							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 6	response_no_cue	i	i	Pressed	2; i	C	6271							
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 5	response_target_f	j	j	Pressed	f	E	747						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 5	response_cue	i	i	Pressed	1; e	E	5083						SL	SC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 1	response_target_f	f	f	Pressed	f	C	796						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 1	response_cue	e	e	Pressed	1; e	C	5676						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 3	response_target_f	j	j	Pressed	f	E	696						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 3	response_cue	e	e	Pressed	1; e	C	5719						SL	DC
groupB	p8	BlueYellow_Block1	YB_NCRight, 8	response_target_j	j	j	Pressed	j	C	745							
groupB	p8	BlueYellow_Block1	YB_NCRight, 8	response_no_cue	i	i	Pressed	2; i	C	2377							
groupB	p8	BlueYellow_Block1	YB_NCRight, 2	response_target_j	j	j	Pressed	j	C	964							
groupB	p8	BlueYellow_Block1	YB_NCRight, 2	response_no_cue	i	i	Pressed	2; i	C	2836							
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 9	response_target_f	f	f	Pressed	f	C	824						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 9	response_cue	i	i	Pressed	1; e	E	3784						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 6	response_target_f	f	f	Pressed	f	C	1751						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 6	response_cue	i	i	Pressed	1; e	E	8343						SL	SC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 6	response_target_j	j	j	Pressed	j	C	1010						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 6	response_cue	2	2	Pressed	1; e	E	19458						DL	SC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 8	response_target_f		g	Pressed	f	E	820						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 8	response_cue	1	1	Pressed	1; e	C	4660						SL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 9	response_target_f		g	Pressed	f	E	598						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 9	response_cue	1	1	Pressed	1; e	C	1302						DL	DC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 8	response_target_f		g	Pressed	f	E	573						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 8	response_cue	1	1	Pressed	1; e	C	957						SL	SC
groupB	p8	BlueYellow_Block1	YB_NCLeft, 2	response_target_f	j	j	Pressed	f	E	615							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 2	response_no_cue	1	1	Pressed	2; i	E	1015							
groupB	p8	BlueYellow_Block1	YB_ssright_1, 2	response_target_j	j	j	Pressed	j	C	601						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 2	response_cue	1	1	Pressed	1; e	C	1402						SL	SC
groupB	p8	BlueYellow_Block1	YB_NCLeft, 4	response_target_f		g	Pressed	f	E	677							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 4	response_no_cue	1	1	Pressed	2; i	E	1109							
groupB	p8	BlueYellow_Block1	YB_sdright_1, 3	response_target_j	j	j	Pressed	j	C	747						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 3	response_cue	1	1	Pressed	1; e	C	1435						DL	SC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 6	response_target_f		g	Pressed	f	E	817						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsleft_1, 6	response_cue	1	1	Pressed	1; e	C	1217						SL	DC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 6	response_target_f		g	Pressed	f	E	551						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 6	response_cue	1	1	Pressed	1; e	C	982						DL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 4	response_target_j	j	j	Pressed	j	C	597						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 4	response_cue	1	1	Pressed	1; e	C	981						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 4	response_target_f		g	Pressed	f	E	693						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssleft_1, 4	response_cue	1	1	Pressed	1; e	C	1045						SL	SC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 4	response_target_f		g	Pressed	f	E	643						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 4	response_cue	1	1	Pressed	1; e	C	963						DL	SC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 7	response_target_f		g	Pressed	f	E	766						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 7	response_cue	1	1	Pressed	1; e	C	1038						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 1	response_target_f		g	Pressed	f	E	749						DL	DC
groupB	p8	BlueYellow_Block1	YB_ddleft_1, 1	response_cue	1	1	Pressed	1; e	C	1101						DL	DC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 5	response_target_j	j	j	Pressed	j	C	759						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 5	response_cue	1	1	Pressed	1; e	C	1127						DL	SC
groupB	p8	BlueYellow_Block1	YB_NCLeft, 8	response_target_f		g	Pressed	f	E	761							
groupB	p8	BlueYellow_Block1	YB_NCLeft, 8	response_no_cue	1	1	Pressed	2; i	E	1129							
groupB	p8	BlueYellow_Block1	YB_NCRight, 6	response_target_j	j	j	Pressed	j	C	630							
groupB	p8	BlueYellow_Block1	YB_NCRight, 6	response_no_cue	1	1	Pressed	2; i	E	998							
groupB	p8	BlueYellow_Block1	YB_dsright_1, 10	response_target_j	j	j	Pressed	j	C	685						SL	DC
groupB	p8	BlueYellow_Block1	YB_dsright_1, 10	response_cue	1	1	Pressed	1; e	C	989						SL	DC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 10	response_target_j		g	Pressed	j	E	597						DL	SC
groupB	p8	BlueYellow_Block1	YB_sdright_1, 10	response_cue	1	1	Pressed	1; e	C	1685						DL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 8	response_target_j	j	j	Pressed	j	C	823						SL	SC
groupB	p8	BlueYellow_Block1	YB_ssright_1, 8	response_cue	1	1	Pressed	1; e	C	1111						SL	SC
groupB	p8	BlueYellow_Block1	YB_NCRight, 4	response_target_j	j	j	Pressed	j	C	521							
groupB	p8	BlueYellow_Block1	YB_NCRight, 4	response_no_cue	1	1	Pressed	2; i	E	889							
groupB	p8	BlueYellow_Block1	YB_sdleft_1, 2	response_target_f		g	Pressed	f	E	577						DL	SC
