p6
VisualSearchTask (1)
03/06/2015	15:53:15

Participant	Participant	Block	Trial	Event	Participant		Pressed Or	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II
Group	Name	Name	Name	Name	Response	Key	Released	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Loc	Color
groupB	p6	BlueYellow_Block1	YB_sdright_1, 8	response_cue	1	1	Pressed	1	C	3021						DL	SC
groupB	p6	BlueYellow_Block1	YB_NCRight, 2	response_target_j	j	j	Pressed	j	C	1116							
groupB	p6	BlueYellow_Block1	YB_NCRight, 2	response_no_cue	2	2	Pressed	2	C	1660							
groupB	p6	BlueYellow_Block1	YB_sdright_1, 4	response_target_j	j	j	Pressed	j	C	1812						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdright_1, 4	response_cue	1	1	Pressed	1	C	2084						DL	SC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 6	response_target_j	j	j	Pressed	j	C	1161						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 6	response_cue	1	1	Pressed	1	C	1457						SL	SC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 7	response_target_j	j	j	Pressed	j	C	1665						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 7	response_cue	1	1	Pressed	1	C	2073						SL	DC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 2	response_target_f	f	f	Pressed	f	C	2139						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 2	response_cue	1	1	Pressed	1	C	3019						DL	SC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 8	response_target_j	j	j	Pressed	j	C	2186						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 8	response_cue	1	1	Pressed	1	C	2930						SL	DC
groupB	p6	BlueYellow_Block1	YB_sdright_1, 1	response_target_j	j	j	Pressed	j	C	2555						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdright_1, 1	response_cue	1	1	Pressed	1	C	2835						DL	SC
groupB	p6	BlueYellow_Block1	YB_ddright_1, 4	response_target_j	f	f	Pressed	j	E	1293						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddright_1, 4	response_cue	1	1	Pressed	1	C	1789						DL	DC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 5	response_target_j	j	j	Pressed	j	C	1212						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 5	response_cue	1	1	Pressed	1	C	1716						SL	SC
groupB	p6	BlueYellow_Block1	YB_NCRight, 10	response_target_j	j	j	Pressed	j	C	1576							
groupB	p6	BlueYellow_Block1	YB_NCRight, 10	response_no_cue	2	2	Pressed	2	C	2256							
groupB	p6	BlueYellow_Block1	YB_ssleft_1, 7	response_target_f	f	f	Pressed	f	C	876						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssleft_1, 7	response_cue	1	1	Pressed	1	C	2396						SL	SC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 4	response_target_j	j	j	Pressed	j	C	1050						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 4	response_cue	1	1	Pressed	1	C	1482						SL	DC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 5	response_target_f	f	f	Pressed	f	C	1367						DL	SC
groupB	p6	BlueYellow_Block1	YB_sdleft_1, 5	response_cue	1	1	Pressed	1	C	2223						DL	SC
groupB	p6	BlueYellow_Block1	YB_ddleft_1, 1	response_target_f	f	f	Pressed	f	C	2226						DL	DC
groupB	p6	BlueYellow_Block1	YB_ddleft_1, 1	response_cue	1	1	Pressed	1	C	2562						DL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 2	response_target_j	j	j	Pressed	j	C	911						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsright_1, 2	response_cue	1	1	Pressed	1	C	1487						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 2	response_target_f	f	f	Pressed	f	C	1205						SL	DC
groupB	p6	BlueYellow_Block1	YB_dsleft_1, 2	response_cue	1	1	Pressed	1	C	1734						SL	DC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 8	response_target_j	f	f	Pressed	j	E	1426						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssright_1, 8	response_cue	1	1	Pressed	1	C	1786						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssleft_1, 2	response_target_f	f	f	Pressed	f	C	770						SL	SC
groupB	p6	BlueYellow_Block1	YB_ssleft_1, 2	response_cue	1	1	Pressed	1	C	1290						SL	SC
groupB	p6	BlueYellow_Block1	YB_NCLeft, 4	response_target_f	f	f	Pressed	f	C	1163							
groupB	p6	BlueYellow_Block1	YB_NCLeft, 4	response_no_cue	1	1	Pressed	2	E	1891							
